filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
Azanicadazuluensis230.wav,0.7177632451057434,0.004695356357842684,2706.524779108046,2659.1661408653526,5862.077313841357,0.14787444714327147,-385.02374267578125,77.06237030029297,-16.22931480407715,25.3880558013916,7.3538737297058105,3.1701269149780273,0.2297196239233017,11.109506607055664,-8.067097663879395,8.336995124816895,3.1218416690826416,3.0169644355773926,0.5052327513694763,8.063965797424316,-2.2673697471618652,8.411548614501953,0.6695322394371033,5.5940423011779785,-1.3410568237304688,7.6410813331604,Azanicadazuluensis
Azanicadazuluensis244.wav,0.4780772924423218,0.00422465056180954,4269.98834456084,3233.277587456096,7295.833918666618,0.4123710756235499,-423.92596435546875,89.15951538085938,4.763797283172607,-11.391160011291504,31.5294189453125,-13.713516235351562,17.597898483276367,5.089648723602295,-0.5304362773895264,8.276144027709961,2.8417718410491943,1.2535830736160278,0.638477087020874,7.094325542449951,-4.103555202484131,5.90320348739624,-1.0392757654190063,3.915036678314209,-3.9565610885620117,3.477055788040161,Azanicadazuluensis
Brevisianabrevis201.wav,0.2218123823404312,0.02273447997868061,8711.078249284381,1226.9241824496862,9622.668881869924,0.7917202907482599,-514.339599609375,-83.21271514892578,94.43990325927734,-52.8780403137207,33.674312591552734,-4.728713512420654,4.185639381408691,12.945521354675293,-8.643733024597168,14.2173433303833,-9.70943546295166,14.629858016967773,-8.253308296203613,14.585714340209961,-7.088770866394043,10.244603157043457,-4.323525428771973,13.043346405029297,-5.218628883361816,13.333918571472168,Brevisianabrevis
Brevisianabrevis50.wav,0.27858060598373413,0.023637311533093452,8360.045841983854,1613.699929462857,9603.708671693736,0.7791915150087007,-442.17626953125,-67.4343032836914,81.41121673583984,-16.993141174316406,47.08641052246094,-17.0793399810791,17.46525764465332,25.385690689086914,-19.426475524902344,22.76905632019043,3.334705352783203,13.406978607177734,-13.063224792480469,29.417001724243164,-6.773739337921143,6.185689449310303,1.122182011604309,13.13913631439209,-8.517484664916992,9.519343376159668,Brevisianabrevis
Brevisianabrevis80.wav,0.2819313108921051,0.022687746211886406,8134.13132209541,1746.1587220169506,9450.37827635586,0.7659195548143851,-421.6895446777344,-72.66412353515625,69.19580078125,-10.280235290527344,48.050941467285156,-5.5912628173828125,3.0768158435821533,27.12058448791504,-12.229765892028809,27.308807373046875,-2.755017042160034,14.135336875915527,-9.617563247680664,26.492839813232422,-7.265045166015625,8.168375015258789,0.3028894364833832,11.18818473815918,-5.497482776641846,15.945819854736328,Brevisianabrevis
Chorthippusbiguttulus112.wav,0.6348846554756165,0.007853095419704914,5265.404185687899,2632.068905363091,8146.663432541289,0.3945843790479275,-407.1434326171875,-14.448429107666016,38.4517707824707,37.52520751953125,-8.194687843322754,27.65471649169922,-9.075531005859375,20.973814010620117,-7.091010093688965,14.595779418945312,-2.7626914978027344,12.130890846252441,-3.3612401485443115,10.184236526489258,-5.162082672119141,8.991923332214355,-3.9839255809783936,9.778668403625488,-5.760357856750488,8.729552268981934,Chorthippusbiguttulus
Chorthippusbiguttulus130.wav,0.5988017320632935,0.01677750237286091,4301.4385081082955,2723.926128405372,7660.386700496495,0.3177364741530374,-330.5673828125,43.692386627197266,35.70454406738281,5.735950469970703,-15.366270065307617,9.68385124206543,-10.999502182006836,6.447542667388916,-11.337959289550781,5.012729167938232,-12.12163257598877,5.8375444412231445,-10.422669410705566,4.932079315185547,-9.595990180969238,3.892498731613159,-8.525347709655762,5.487307548522949,-9.108222961425781,5.554901599884033,Chorthippusbiguttulus
Chorthippusbiguttulus133.wav,0.5135036110877991,0.019917046651244164,4524.271081580821,2507.939585395698,7187.159343969042,0.30793792765353806,-405.25299072265625,-2.149092674255371,46.810401916503906,34.77603530883789,2.633460283279419,25.895793914794922,-1.4214861392974854,23.847030639648438,-0.48070645332336426,17.301143646240234,0.22804352641105652,9.389078140258789,-5.002242088317871,10.54309368133545,0.488962322473526,12.862283706665039,-0.1482677459716797,8.394862174987793,-1.6496931314468384,6.923229694366455,Chorthippusbiguttulus
Chorthippusbiguttulus135.wav,0.46792376041412354,0.01640145666897297,5935.075213944066,2286.34703616847,8405.38330078125,0.4674405740914787,-378.2011413574219,-37.530086517333984,59.28390121459961,26.147090911865234,-7.460938930511475,36.767662048339844,-15.327520370483398,16.79328155517578,-12.087408065795898,8.527453422546387,-7.89925479888916,-0.13488081097602844,-15.004667282104492,0.9027419090270996,-14.455090522766113,2.7140238285064697,-11.453413963317871,-0.5992782115936279,-13.907520294189453,-1.2333059310913086,Chorthippusbiguttulus
Chorthippusbiguttulus140.wav,0.43158334493637085,0.002844091970473528,6995.643502674817,2203.351446859594,9286.300330528846,0.6147031679258241,-677.3023071289062,-41.75942611694336,72.51898956298828,-35.723453521728516,0.40512868762016296,14.015995979309082,-11.81120491027832,12.82452392578125,-7.787243366241455,8.8541898727417,-5.262576103210449,8.549103736877441,-7.046776294708252,11.1250581741333,-8.725096702575684,9.940592765808105,-6.407208442687988,8.527713775634766,-5.372893333435059,7.927746295928955,Chorthippusbiguttulus
